text,stance
MENTION اكيد ماخذة تطعيم مرتين ومع هذا حاشتها كورونا وماتت    و اكيد وزارة الصحة ماراح تصرح بهالشي !!👍👍❌❌❌,Against
#خذ_الخطوه_بلغ_عن_اضرار_اللقاح #لا_للتطعيم_الاجباري185 #لا_للتطعيم_الاجباري #الجرعة_التنشيطية #الجرعة_الثالثة  لكل من تضرر شفاكم الله وعافاكم  ومن فقد جبر الله مصابكم وغفر لميتكم  MENTION  ارجو إيقاف الاجباري ياملكنا 🙏,Against
 ولو مؤامره ليش جالسين يتنافسو ف تطعيم شعوبهم،،يعطو لقاح للدول الفقيره عشان يقل السكان😄,Favor
 اخوي هاني التطعيم لا يسمن ولا يغني من جوع فائدته نفسية فقط وهي سلاح ذو حدين من يفكر بالعقل ويرجع لتاريخ التطعيمات بشكل عام لمختلف الأمراض يصل لقناعة بعدم جدوى تطعيم كورونا,Against
MENTION والله يا أم خليفة لنا الحق رفض #تطعيم_كورونا لأنه هذه أجسادنا وليست أجسادهم!! مشكلة تسرب #كورونا ليس لنا دخل فيها... يحلوها من عندهم  انا #ضد_التطعيم_الاجباري,Against
MENTION انا مع التطعيم..الصحيح…  مو تطعيم اخذه ويقولون عادي تحوشك كورونا..!! ليش اخذه عيل ؟ اثنين من الربع ماخذين تطعيمتين وبعد ٤ شهور سدحتهم الكورونا اسبوعين بالفراش ولعنوا الساعه اللي طعموا فيها.,Against
الحمدلله حمداً كثيرا ومجهود #وزارة_الصحة مؤخراً واضح بزيادة سرعة التطعيم ضد #كورونا ومما نتج عنه نزول عدد الحالات. نرجو نشر الاحصائيات إسبوعيا. وهدفنا يكون تطعيم كل السكان لمحاربة أي موجه مستقبلية وخصوصاً مع دخول موسم الفيروسات الموسمية والمدارس حضورياً MENTION MENTION URL,Favor
 كم نسبتهم من الذين أخذوا التطعيم في العالم الذي تجاوزوا ٨ مليار تطعيم؟؟؟ لا تربطون اي اعراض او وفاة باللقاح مباشرة فمن مات بسببه فهو من النسب الطبيعية لأعراض اي لقاح او دواء… الذين يموتون من ادوية الضغط والكلى اكثر من لقاح كورونا,Favor
MENTION MENTION تطعيم كورونا يختلف عن باقي التطعيمات لانه علاج جيني تحت التجربه اذن احنا راح نكون  عينه تجربه اذا انتي مستعده تكونى ضمن العينه غيرك رافض,Against
  اللقاح لا يقي من الإصابة بالمرض ناس كتير جالها كورونا بعد اللقاح. عموما اللقاح اختياري حتى الآن وتوقيعك على ورقة بتحملك المسؤولية يعني اللقاح في طور التجريب لما يبقى الزامي والدول تتحمل مسؤوليته هبقى آخده زي اي تطعيم الزامي آخر,Against
الحمدلله اليوم خذيت الجرعه الثانيه 🙏🏻♥️ 🇰🇼  طعمو عشان تشوفون تذكره صجيه بدال كرت التطعيم 😂 #تطعيم_كورونا  شكراً  🙏🏻🇰🇼 ,Favor
 ههههههههههههههههههههه يابني اقل تطعيم ناجح بياخد ١٣ - ١٥ سنة .. انت مصدق ان في تطعيم بياخد سنه 🤣😂 دول لسه مايعرفوش اعراض كورونا كلها,Against
MENTION مسكين عباله خذيت تطعيم عشان ادش السينما واكل بمطعم 😂  مايدري اهلنا توفوا من كورونا  اهلنا تعبوا من كورونا  الناس تعبت من الاوضاع !  احس التطعيم مسؤولية اجتماعية   اللي ما يبي يطعّم انسان أناني ومايفكر الا بنفسه 🙂,Favor
 خل كورونا #تمر عليها الفيروسات #تتشهد قال تطعيم قال . 😅,Against
الحمد لله الذي تتم بنعمته الصالحات ..حصل جميع أفراد  عائلتي على التطعيم 💉🤍💜 ايش ننتظر كلنا على التطعيم 👌🏼 #السعودية_العظمى  #تطعيم_كورونا  #vaccine  Thank God  all of my family members are vaccinated 💉 URL,Favor
أخذت قبل قليل الجرعة الثالثة من تطعيم كورونا ولله الحمد والمنة. شكراً لوزارة الصحة. سأطعم للانفلونزا بإذن الله لأستقبل الشتاء بصدر رحب.,Favor
يا جماعة الخير انا و اهلي حاشتنا كورونا خلصنا من العام الماضي و مطعمين تطعيم كوفيد 19 ليش لازم نلتزم بالحظر المفروض كرت التطعيم بدال الهويه يخلونا نمارس حياتنا . مايصير حالنا حال الجميع .,None
#لا_للتطعيم_الاجباري82 تطعيم ماراح نطعم 🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦 ماراح نطعم    جسدي ملكي وانا مسؤوله عنه ولا أريد اخذ لقاح كورونا        ولا للاجبار ولا لأنتهاك حريتي في جسدي وحياتي وتنقلاتي وعملي 🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦🇸🇦 الحرية ما تخالف السياسات والانظمة    جسدي ملكي ولي حرية الاختيار,Against
MENTION طيب انتي من يوم وانتي صغيره وانتي تطعمين ! وقفت على كوفيد . ولا تقولين ماعندك سجل تطعيم كان محد قبلك وسجلوك بالمدرسة! اولا واخيراً تطعيمك يفيدك انت ويفيد المجتمع عشان نخلص من كورونا بسرعه,Favor
MENTION التطعيم لا يضعف المناعه التطعيم ضروري ضروري جدا كورونا خطير يؤدي للوفاه  #تطعيم_كورونا #الكويت #الصحة,Favor
MENTION MENTION نفس فكره تطعيم الانفلونزا تاخذيه علشان تجيك الاعراض خفيفه وم تطيحك وتقوى مناعتك .. كدا لقاح كورونا يقوي مناعتك,Favor
MENTION تطعيم مراح نطعم لو تحطون حظر كلي ومنع سفر ومنع اسواق  اضبطوا قراراتكم ترجع الحياه طبيعيه ان شاءالله بدون تطعيم  اما سالفة لقاح سووه بأقل من سنه وتبون اصير فار تجارب على لقاحاتكم لا هذي صعبه شوي فكروا بغيرها  اذا كورونا ليلحين مو عارفين شنو وضعه شلون يعرفون اللقاح؟؟,Against
 استرازينيكا هو لقاح العالم واغلب الدول تستخدمه ولله الحمد  آلية عمله معتادة كأي تطعيم وليس تقنية جديدة لا احد يعلم مضارها مستقبلا,Favor
MENTION نفس الموضوع في بيتنا اختي تأخر موعد تطعيمها والعائلة كلها ماخذ تطعيم    ياتها كورونا قوية واحنى مافينا اعراض كللللللللش اللهم لك الحمد,Favor
 قرارات الدولة تحتمل الصواب و الخطأ ماهي نازلة من السماء تطعيم كورونا ما أثبت فعاليته و ثبتت أضراره كيف أُساوم فيه على حقي بالعيش؟,Against
الذين لم يشعروا بالزلزال اليوم كانت نتيجة انهم اخذوا تطعيم فايزر ضد كورونا والان اصبح التطعيم ضد الزلزال ايضا شكرا فايزر 😇,None
وزارة الصحة تحدد مواعيد تطعيم كورونا خلال شهر #رمضان    - أرض المعارض من 10 صباحاً إلى 5 عصراً  - جسر جابر والرعاية الصحية الأولية من 8 مساءً إلى 12 منتصف الليل URL,None
MENTION وانا بعد الف حمد وشكر لله صابتني كورونا من اسبوعين خلصت وكانت خفيفة كانها برد خفيف ومو متطعمه ولا تطعيم 😇,Against
 لسه عارفة خبر محزن  ٢ قرايبي ماتو بسبب كورونا وآخذين جرعتين تطعيم منهم واحدة شابة,Against
الأولى تطعيم الثانيه تعزيز الثالثه تنشيط الرابعه اتوقع تكثيف   #لقاح_كورونا,None
MENTION MENTION MENTION كلامج يناقض نفسه .. اذا حتى مطعمين ماراح يفيدهم .. لو كلنا طعمنا ١٠٠٪ هم بيوصل لنا متحور وماراح يفيد التطعيم بشي !! لانه بيرجع ينتشر مرة ثانية (( هل سمعتي بحياتج عن ديرة ما فيها انفلونزا ؟!!)) كورونا معانا لي يوم القيامة ترى مثل ما صرح الوزير بشنو بيفيد تطعيم الناس,Against
#عمان_تواجه_كورونا معادلة صعبة للغاية التزام المواطن والمقيم يتبعه برنامج تطعيم طموح وواضح والأهم من هذا نرفع اكف الضراعة لله ونرجو رحمته بأن يرفع عنا هذا الوباء ويرحمنا برحمته الواسعة اللهم اكشف عنا الضر وانت ارحم الراحمين اللهم اكشف عنا الضر وانت ارحم الراحمين ,None
تعليم وصحة شقراء تبدأ الخطوات الفعلية لحملة تطعيم كورونا 👌🏽👍🏽👏🏽👏🏽👏🏽 URL,Favor
اغلاق الانشطه الصيفيه للاطفال والحضانات هو سلسله من تخبطات لجنه كورونا الدايخه واهيا  رساله مبطنه الى اولياء الامور لتطعيم اولادهم خافوا الله بالارواح وكافي الاصابات اللي قاعد تتزايد مع تزايد تطعيمكم  #لا_للتطعيم_الاجباري60 #الكويت #تطعيم_كورونا ,Against
 عادي اتذكر كنا في مركز تطعيم كورونا قبل سنه وجانا شخصيه(انثى) لو استمرت لاحظات زياده معي اثناء اخذها للتطعيم صاحت  من كثر ماتحاول انها تبين لي انها مشهوره  وانا ماابديت اي رده فعل🙏🏻😂,Favor
ليش انتي ضد تطعيم كورونا ؟ — لأنه انسلق سلق والعلم لايعرف اضراره ع المدى البعيد لذلك ماراح اخذه الا لو أُجبرت على ذلك .  URL,Against
 المشكله مطعمين فوق ال ٢٠ تطعيم من الولاده الى ١٨ سنه عادي غير تطعيمات الحج  غير لما بيسافرون لبعض الدول سياحه  لازم ياخذون بعض التطعيمات عادي بس كورونا مؤامره .. حسبي الله على من غسل مخ الناس بخرابيط المؤامرات .. المشكله الدنيا ماراح توقف وا,Favor
من الاخر لأحد يأخذ اللقاح نصيحه لوجه الله المشككين بي أكثر من المطمئنين ليش تجازف وكل يوم اشاعه شكل وبل قيتس المتحمس اله يمنع نفسه و أولاده الثلاثه من أخذه هذا غير العوارض الي محد يعرفها بعد #تطعيم_كورونا,Against
#تطعيم_كورونا تم اليوم التطعيم وبدون ألم أو مضاعفات ولله الحمد,Favor
أخيراً ولله الحمد  أخذنا الجرعة الاولى من تطعيم كوفيد19 Finally got my first dose  نسأل الله ان يكون تطعيم العافية من كل بلاء. #اللقاح_امن  #تطعيم_كورونا #vaccinated #CovidVaccine ,Favor
#لا_للتطعيم_الاجباري82 #رفض_التطعيم_جريمه  ترفض تطعيم قيمة على الدوله ما يتجاوز 5دولار واذا صار عندك مضاعفات من كورونا تشغل سرير عناية مركزه اولا به مريض غير كورونا و يكلف الدوله اقل شي 3000 دولار باليوم,Favor
MENTION طبعا خبر مفرح أن تبدأ مرحلة تطعيم طلبة المدارس   فهذا الأمر كنا نفكر فيه منذ بداية أزمة كورونا  ونأمل قريبا أن  تبدأ حملة تطعيم الأطفال من سن 3 ــ 11,Favor
  ضد تطعيم الأطفال ،،، إذا جاتك كورونا احجر نفسك ١٤ يوم و التزم بالتعليمات و غسل اليدين و عدم المخالطه و ارتداء الكمامه و بعدها تكون متحصن يعني بعد الكورونا تكون متحصن و نسبة الشفاء من كورونا عاليه الحمدلله ما يحتاج تطعيم و لا لقاح ,Against
MENTION MENTION  ما احتاج تقوية مناعة جاتني كورونا وراحت زيها زي اي زكمة الله يصلحك وشيبان وأهل امراض مزمنة جاتهم وراحت بدون تطعيم,Against
  لقاح فايزر و مودرنا امينة جدا للحوامل.  الشهر القادم سيتم تطعيم الحوامل في بريطانيا. . لقاحات امينة و فعالة,Favor
#لا_للتطعيم_الاجباري52  اعيد و اكرر  حملني تكاليف علاجي  اذا اصابتني #كورونا  ولا تجبرني على تطعيم  لا اثق فيه .   MENTION,Against
 روح حلل محد يم تطعيم كورونا شف الحرم البارح مليونين بدون شرط تحصين😅,None
MENTION طيب قبل كورونا كل سنة ناخذ تطعيم ضد الانفلونزا العادية .. الغرض منه انه لو اصبت بالانفلونزا تكون عليك خفيفة و ما تتعب منها   لقاحات ضد كورونا نفس السياق ما تحميك ١٠٠٪ من الفيروس قد ما هو يقلل من اعراض المرض وما تطيح في المستشفى لا سمح الله  بالاخير انت حر في نفسك لكن لا تضر غيرك,Favor
بكرا آخذ اللقاح ان شاءالله...لسه سارية المفعول هبة الصور عند التطعيم 😂🤣🤦‍♀️ #كوفيد_19  #تطعيم_كورونا,Favor
 انا سمعت عن أوبئة وتطعيمات بس اول مرة اشوف تطعيم دعايته قويه مثل كورونا,Against
MENTION MENTION MENTION انا عمي جاته كورونا وكانت خفيفه جدا جدا وبعدها بثلاثة شهور عياله اجبروه لاخذ اللقاح ومر اسبوع على الاول تطعيم ومات بجلطه امامهم في ناس نعرفهم اخذوا التطعيمين وجتهم كورونا قضت عليهم ومات   يعني التطعيم يضر اكثر من فائدته الان كل الناس الذي تموت بعد اخذ التطعيم ما اقتنعتي انه قاتل,Against
 قرار سليم ، سمعت انه عمل اثار جانبية خطيرة و خاصة ع الذكور و ميولهم ، كورونا مؤامرة و هالاشي واضح و التطعيم فيه إنة لانه كل دولة بتقلك عندها تطعيم غير,Against
 أولا كورونا مش كذبه ثانيا العالم قد قطع مشوار كبير جدا في محاربة هذا الوباء وبدأت الدول الكبرى في تخفيف الإجراءات بعد تعديها المستوى المطلوب من تطعيم المواطنين لديها,Favor
هناك فرق بين حملة التطعيم وحملة التوعية بفوائد التطعيم ... التطعيم حق اختياري وأي مساس بحرية الوالدين في أخذ أبنائهم تطعيم كورونا من عدمه سيلحق المسؤوليه بمرتكب الخطأ لذا جرى التنبيه..     URL,None
MENTION أرفض تطعيم اطفالي لقاح تجريبي مجهول الأعراض   نشوف حالة المليونين طفل وش بيصير عليهم😎 #لا_للتطعيم_الاجباري5٢ #أطفالنا_خط_أحمر #لقاح_كورونا #طبيب_القهوه,Against
    فئة كبييييييرة جتهم كورونا مثل السلام عليكم وراحت ولا حسّو فيها ونسبة الشفاء من كورونا من غير تطعيم ٩٩.٩ فـ لا تعظمون اللقاح أكثر المرض مو خطير على أغلب الناس .,Against
 خلاص اخذ تطعيمك وريح بالك   ليش شاغل بالك ومضيع وقتك مع مناهضي التطعيم؟   احنا عاجبتنا حياتنا بدون تطعيم مو خايفين من كورونا  حتى لو كل الدراسات تقول التطعيم آمن وفعال ماراح ناخذه 😉,Against
 اي سمعته   ادوية وليست لقاحات   بعد كم شهر من تطعيم كورونا، فاجؤوا الناس وقالوا لهم ممكن تحتاجون جرعة ثالثة 😏  مع هذا اللقاح توقع الغير متوقع,None
#تطعيم_كورونا كان لصفوف الاماميه ثم الان اصبح الكويتين فقط !!   والكويتين ليس كلهم هم يطعمون ومقتنعين فيه !!   +  وضف على ذلك  صفوف الاماميه لم يتم الانتهاء منهم الى الان؟؟  السؤال احد يفهمني كيف نصل الى مناعة المجتمعة بهذه طريقه؟!🤔,None
#الامارات دوله الخير والعطاء والسلام تسعي في تطعيم الجميع ضد كورونا لضمان سلامه المجتمع حيث اكد الدكتور سيف الظاهري المتحدث الرسمي عب الهيئه لاداره الطوارئ والازمات والكوارث ان دولتنا الحبيبه قدمت نموذجا استثنائيا في اداره جائحه كورونا 🇦🇪❤️👏,Favor
MENTION MENTION اغلب الناس من بعد كورونا بدت تستوعب انه خلقه ربي ومناعة الانسان اقوى من اي تطعيم,Against
MENTION MENTION بتكذب على مين انت العالم من حولنا كلها جاها كورونا واخف منه مافيه حتى بدون اعراض ..وشفيت تماما .. اذا توفى ١ او ٢ ..هذا شي طبيعي جدا فيه وفيات سابقا من الانفلونزا ..ولم نجبر ع تطعيم الانفلونزا.. فيه امراض اشد خطرا من الكورونا ولم نجبر على اخذ اللقاح عنها ..,Against
#كورونا #تطعيم_كورونا   شوفوا هو مو اجباري بس في تقييد   لحركة غير المطعمين!!!  عجبي !,None
 يعني كانو  ١٢ شخص  ٥ انصابو بالفايرس  ٧ مايتهم كورونا  هذي احصائية زوراتنا وبدون تطعيم والكل تشافا الحمدالله ومحد تعب ودخل عنايه غير يدتي وطلعت الحمدالله واهي بصحه وعافيه,Against
  الشر مايجيك يالشيخ  الحمدلله الامور جدًا طيبه طبعا لابد من الاعراض الخفيفة خصوصا في ٢٤ ساعة الاولى وهذا طبيعي مع اي لقاح او تطعيم ياخذه الجسم واتمنى السلامة للجميع,Favor
تم بحمد الله أخذ الجرعة الأولى من #تطعيم_كورونا ,Favor
 مثل ما قلتي  تاخذون تطعيم الانفلونزا الموسميه... و إذا لقطي شي  بتكون زكمه خفيفه و تروح (مناعة) اعتقد تكون معاملة تطعيم كورونا بنفس المقياس  لتفادي الاصابه و ان حدث  بتكون خفيفه ع الطاير 😁 و الله يحفظ الجميع من كل مكروه,Favor
الحل هو الإسراع في تطعيم المواطنين والمقيمين والرجوع للحياة الطبيعية لأن فايروس كورونا لن يرحل عنا أبداً وسيعود لنا حاله حال الأمراض المعديه الأخرى لكن بصورة أخف... ولا حل غير ذلك ف علينا التفكير باللقاح ونعمل حمله وطنية للتثقيف وأهمية أخذ اللقاح#اللجنه_العليا,Favor
 ٤ مرات كورونا و للحين بتاخذ تطعيم !!  معقولة عقول هالبشر ممسوخة الى هذي الدرجة !!,Against
  السبب ١- حالات وفيات كورونا تعدت حالات وفيات انفلونزا ٢- لان الدراسات شافت ان تطعيم واحد لا يكفي و ان بعد عدة اشهر من الجرعة ٢ تبدأ تقل المناعة المكتسبة ٣- ٣ تطعيمات بسنة لانها حاليا جائحة عالمية بس تتحول لمرض موسمي راح تصير سنوية و اخ,None
MENTION عيب التنمر على الناس  يوم تطعمت كان بموافقة ولي امري لاني كنت طفلة وتطعيمات باقي الامراض على الاقل معتمدة مو مثل تطعيم كورونا اللي طلعوه تحت بند الطوارئ ويوقعونك على ورقة اخلاء مسؤوليتهم  حاول تثقف نفسك,Against
  اختي اخذت فايزر و جتها الاعراض  عادي الاعراض تجي بعد اي تطعيم سواء كورونا او غيره,Favor
تطعيم كورونا ده عمليه انتحاريه,Against
MENTION MENTION شلون كورونا لعبة و ٧٥٪ من الشعب السويدي مطعم  وشلون لعبة واكثر من ٨٠٪ من اوربا مطعمين ! منو يلعب على منو ! او انتوا بس فاهمين اللعبة واوربا وامريكا مساكين مو فاهمين وطايحين له تطعيم ! في شعوبهم,Favor
 قلنا بأن كل الهلع والترويع الذي تنشره وسايل الاعلام عن كورونا ومتحوراتها هدفها تطعيم اكبر عدد ممكن من البشر باللقاحات التي تنتجها شركات الادوية والتي تتاجر على حساب صحة البشر.!,Against
      لقاح كورونا ما بيمنع المرض سوزي متله متل اي تطعيم تاني. بس المرض بكون أخف,Favor
   وهو اصلا ليش اجبر على اخد لقاح من فايروس نسبة الشفاء التاااام منه 98% بلا تطعيم ولا اي شيء واذا كان التطعيم لا يعني عدم اصابتك بكورونا في بعض الحالات وبنفس اعراضها...بالله عليك ماهي الفائدة من هذه التطعيمه اصلا,Against
  ما قالو لهم غصب اخذو التطعيم مو مجبورين ..قالو دام ما تبون تطعيم تسوون فحص ان ما فيكم كورونا كل فترة .. ردو عليهم ان الفحص مو زين ويسبب امراض وما نبي نسوي فحص مع العلم ان في فحص كورونا باللعاب مو لازم عود بخشمك.,Favor
تكفون اعطوني رأيكم بكره الخميس موعدي تطعيم لقاح كرونا اخذ اللقاح ولا مانخذه  انا متردد  وخايف يفتحو السفر يقولو لابد من أخذ اللقاح  عطوني تكفون رأيكم,None
  لماذا لم يتم تطعيم الضباط العسكريين والافراد الجنوبيين من وباء كورونا ؟؟!!,None
MENTION MENTION MENTION لو كان فعال لحماك بعد الله مثل تطعيم الجدري والحصبا وغيرها لاكن تطعيم غير فعال ما الهدف منه انا ابغا انسان فاهم يجاوب لايقول يخفف اعراض كورونا فيه ناس طعمت مرتين وماتت,Against
#لا_للتطعيم_الاجباري35   السعوديه قبل اسبوع نزلت قرار  عدم دخول اي مجمع  من غير تطعيم   القرار يبدأ بتاريخ ١ أغسطس  اليوم #مجلس_الوزارء الكويتي عمل رتويت للسعوديه  منو اللي يدير  #كورونا  منو المستفيد,Against
 أتوقع والله أعلم كرونا أصبح يتحور كل فترة .. وأتوقع لن تنفع معه اللقاحات الحالية بنسبة كبيرة ففي تونس والهند لها طفرات جديدة .. يعني لازم لقاح جديد و تطعيم مرة ثانية وثالثة والله يستر علينا وعلى البشرية.. والله أعلم,Against
 ضحك على الذقون في الاول قالوا جرعتين من  اللقاح تحمي بعدين قالوا الجرعه ٣ تحمي واليوم يقولون لازم كل ٣ اشهر جرعه   السؤال كيف ستتم تطعيم ٧ مليار كل ٣ اشهر وماذا اذا ظهرت كل ٣ اشهر متحوره من كورونا ؟ هل يعطون الناس كل اسبوع جرعه جديده ؟ وهل سيتحم,Against
 انتقاخ الغدد ممكن يكون بسبب تطعيم كورونا كثير صاربهم وخذا فتره شهر حوله اكثر واختفى لحاله,Against
المفروض كل مراكز الصحة يصير فيها تطعيم كورونا علشان نخلص اسرع ويشتغلون شفتات بالويكند,Favor
تلقيت اليوم الجرعة الأولى من #تطعيم_كورونا . تنظيم رائع وسلس .  شكرا لقيادتنا العظيمة   وشكرا لوزارة الصحة  . ,Favor
MENTION #الجرعه_لاولى مانفعت طلعوا #الجرعه_الثانيه وهم ما نفعت طيب ليش مستمرين ب #التلقيح ب #االجرعه_الثالثه يا ناس خافوا الله احترموا عقولنا كفرتونا بالطب بسبب اصراركم على التطعيم فقدتوا المصداقيه  عيب وحرام اللي تسوونه اتقوا الله #الجرعة_التنشيطية #ارفضوا_التلقيح #لا_للتطعيم_الاجباري,Against
MENTION تره فعلا مرينا بهالتجربه حاشتنا كورونا والمطعمين ما حسينا بشي بس اللي ما تطعموا حالتهم صارت جداا سيئه واضطروا يدخلون المستشفي وصارت حالتين وفاة عندنا والسبب رفضهم لاخذ تطعيم,Favor
يا تطعم او عنايه مركزه....  اختياركم   #تطعيم_كورونا,Favor
#لا_للتطعيم_الاجباري80  يحق لك الضمان على السيارة او الأجهزة عند الشراء  ولكن لا يحق لك الضمان عند تلقي تطعيم لجسدك بكل لقاحات كورونا الحالية والجديدة  بل المسؤولية بالكامل على متلقي اللقاح  وتخلي الشركات المصنعة مسؤوليتها تماما!!!!,Against
  تبون خلاصة الكلام مع الحريم   ( اجعلوا  تطعيم كورونا شرط لدخول المولات ) وسوف تشوفونهم يتسابقون على التطعيم,Favor
 اشكر القائمين على تطعيم لقاح كورونا  على حسن تعاملهم واستقبالهم جميع المرضى ابطالنا نفخر بكم,Favor
يكفي سنتين  راحت مع رعب اللي اسمه مرض كورونا  نبي نرجع طبيعين لا للقاح لا للحظر الجزئي والكلي  👍 نعم للسفر بدون حجر ولا مسحة ولا تطعيم 👍 #الحظر_الكلي,Against
MENTION MENTION #ضد_التطعيم  عندي موظف بين الحياة والموت بعد تطعيم كورونا   ٩٣٧ يقولون رح لمركز تطمن   مركز تطمن يقول تغير البروتوكول لازم يروح لمركز صحي !! خلوه بس يسافر لأهله ويموت عندهم .  ويكفي تطبيل للتطعيم .,Against
MENTION MENTION ليه ما كان فيه اجبار على تطعيم الانلفونزا الموسمية علمًا ان وفياتها اكثر من كورونا سنويًا! ليه ما خفتو عالكبار واصحاب الامراض الا مع هذا اللقاح التجريبي لمرض نسبة وفياته ١٪? لماذا اخاطر بنفسي وبذريتي في سبيل الحماية من انفلونزا؟ وليته يحمي بعد,Against
مبدئيا كل شخص حر تماما في أنه يحصل على التطعيم أو لا، حركات رفض التطعيم منتشرة في العالم كله من أول رفض تطعيم الأطفال لحد رفض تطعيم كورونا فدي مش حاجة جديدة، برضوا من حق الأطباء انهم يوافقوا أو يرفضوا انهم يتطعموا بشكل عام طالما موقفهم الشخصي ده مش هيتأثر بيه المرضى,None
اليوم اخذت اللقاح الحمدلله ..حسن الاداره والتنظيم والاجاده التامه بالاساسيات والتفاصيل والترحاب والمعامله المتفوقه لقد عشت تجربه انجاز جباره افتخر بها ..من القلب الشكر لدولتنا الغاليه وعلى راسها الملك سلمان ومحمد بن سلمان الله يحفظهم وللطواقم العامله الرائعه #تطعيم_كورونا,Favor
 اوك فهمت 🦦 اول مره اعرف لقاح يطلقون عليه اسم تطعيم 😅,None
(تَقْدِيمُ مَصَالِحِ النَّاسِ الْعَامَّةِ عَلَى الْمَصْلَحَةِ الْخَاصَّةِ)  لا تتردد وبادر فورًا بأخذ تطعيم #كورونا من أجل أهلك ومجتمعك. #اللقاح_طريقنا_للتعافي,Favor
بإذن الله لن اخذ تطعيم كرونا لا انا ولا اسرتي كامله .  #لقاح_كورونا #تطعيم_كورونا,Against
الله ينفع بها ❤️ ( مركز تطعيم لقاح كوفيد في الحرس الوطني in Riyadh) ,Favor
#وزارة_الصحة  مجمعات و مطاعم و وظيفه و كل انواع التهديدات لا تهمني  جسدي ملكي و تطعيم ماراح آخذ لو تنطبق الارض عالسما  و من الآخر يا قاتل يا مقتول ..  وصلنا مرحله الموت ما يخوفنا و بنشوف آخرتها #لا_للتطعيم_الاجباري38  #لقاح_كورونا  #ساحة_الإرادة,Against
تنظيم رهبب جدًا من كثر التناسق والتوافق. جزاهم الله خير ❤  #تطعيم_كورونا #الرياض #مركز_لقاحات_كورونا,Favor
تطعيم لا يحمي من كورونا  وايضا لا يحمي من نقل كورونا  وايضا نسبة الشفاء عالية جدا تتجاوز ٩٥٪  لماذا تقطع ارزاق الناس بسببه ؟ #لا_للتطعيم_الاجباري150,Against
"""ضريبة التأخير في الحصول على اللقاح تتضاعف يومياً"" | وام     #لقاح_كورونا #تطعيم #دكتورة_فريدة #صحة #الامارات ",Favor
 وهل صار عالمياً مسموح للأطفال ؟! إللي أعرفه من سن ١٦سنة!!..ودعواتك ألقى واسطة واتطعم بسرعة.. لأني خايفة من انتشار كورونا ولا يتفاعل مع تاريخي المرضي السابق في الصغر مع الربو💔 عشان كذا مداومة يومياً اتصل يمكن ألقى فرصة تطعيم!..والله يبعد المرض عنا ,Favor
 الشيخ / عادل الكلباني أخذ تطعيم كورونا جرعتين ومع ذلك أصيب بفايروس كورونا ؟! ,Against
لأني اؤمن باهمية التطعيم و مأمونيتة اللقاح  ساتوجه غدا لاخذ اول جرعة من #تطعيم_كورونا URL,Favor
اللقاح راح يوصل خلال ٣ أشهر ... ونخلص تطعيم للمواطنين خلال ٦ اشهر يعني باذن الله شهر ٩ تقدرون تسافرون وناخذ التطعيم كل سنه لان كورونا هانم بتعيش معانا نفس الانفلونزا,Favor
MENTION MENTION MENTION تطعيم الاطفال له دور في وقاية المجتمع بكامله بالاضافة لحماية الاطفال.. وبما انه ثبت عدم ضرره على الاطفال لذلك الافضل تطعيمهم لحصر النسخ المتحورة شديدة الضرر قدر الامكان الى ان نصل للنسخ الدائمة قليلة الضرر عندها سيكون تطعيم كورونا كالانفلونزا سنويا ويتم تحديثه تركيبته دورياً,Favor
"أول دولة خليجية تلغي كافة إجراءات كورونا.. لا كمامة لا تطعيم لا ""بي سي آر"" URL #جريدة_الرؤية #سلطنة_عمان",None
MENTION MENTION MENTION يقصد انه لم يأخذ احد اللقاح من قبل علشان يفكر في حماية الآخرين  بمعنى أن كثير من الاشخاص تجيهم كورونا وتروح من غير ما يحس فيها يتم إجباره على أخذ اللقاح علشان يحمي الآخرين بينما المفترض تطعيم الآخرين علشان ما تجيهم كورونا وترك الاصحاء في حالهم,None
اصراركم العجيب و المريب في تطعيم أطفال لم تأثر بهم كورونا و لم يتوفى طفل منه او حتى يدخل العناية المركزة شيء ينافي العقل و المنطق!! لا يحتاجون الى كمامات و لا يحتاجون تباعدكم! الحمد لله منذُ بداية الجائحة و لمدة سنتان اختلطوا و لم نرى اصابات او نقل عدوى #لا_للتطعيم_الاجباري173,Against
🔻من الخاص 📩   السلام عليكم    اسئل متابعينك تطعيم كورونا في مركز صحي الخالديه وش نوعه,None
MENTION MENTION الجلطة لانهم مو ماخذين تطعيم لأن مضاعفات كورونا تضعف عضلة القلب! ما في دليل يربط اللقاح بالجلطات واحياناً الجلطات من غير أي شي او يكون الشخص مريض جداً ,Favor
MENTION MENTION مافيه تطعيم بالعالم يحمي ١٠٠٪ ولا يقوله مسلم  كل شي بأمر الله  لكن كورونا وكل التطعيمات تعطيك حمايه بنسبة كبيرة وتقلل نسبة المخاطر والاصابة هذا كفيل اننا نتجه للتطعيم  وتفعل بالأسباب انا طعمت بالانلفونزا وأصابني لكن خفيفة هنا العبرة هل احارب التطعيم؟ واقول كذب,Favor
